cam1_X,cam1_Y
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
1973.522819,494.534341
NaN,NaN
1995.608819,586.738281
1852.827073,514.369451
1727.648556,446.564421
1605.403910,383.323191
1508.204283,321.193418
1527.482603,337.616023
1403.207072,386.177470
1286.241867,433.694585
1172.931824,475.990038
1068.075571,512.730141
1078.567231,565.704701
966.366791,492.862530
860.040720,420.607797
756.651834,355.989743
663.249373,296.071183
