cam1_X,cam1_Y
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
1223.447397,371.371218
1163.597678,413.749280
1107.465333,454.268655
NaN,NaN
NaN,NaN
969.550762,389.586350
1043.154765,436.425261
1114.156605,476.572898
1182.556284,513.374900
1245.008165,548.689951
1283.668853,389.586350
1213.782225,442.744796
1133.486950,497.390192
NaN,NaN
NaN,NaN
1328.649077,621.178741
1249.469014,577.685467
1156.906405,524.155284
1058.767735,470.625100
943.900883,411.518856
